cidade,uf,servico,valor_mensal,capacidade_mb,vigencia_meses,ip_fixo,interface
Brasilia / Df (Bsa),DF,IP BANDA LARGA,100.96,10,0,0,FIBRA
Salvador / Ba (Sdr),BA,IP BANDA LARGA,100.96,10,0,,FIBRA
Teresina / Pi (Tsa),PI,IP BANDA LARGA,100.96,10,0,,FIBRA
Ilheus / Ba (Ilh),BA,IP BANDA LARGA,101.01,50,36,0,FIBRA
Belo Horizonte / Mg (Bhe),MG,IP BANDA LARGA,104.57,10,60,0,FIBRA
Boa Vista / Rr (Bva),RR,IP BANDA LARGA,101.06,10,0,,FIBRA
Capixaba / Ac (Cpxb),AC,IP BANDA LARGA,100.96,10,0,0,FIBRA
Macapa / Ap (Mpa),AP,IP BANDA LARGA,101.06,10,0,0,FIBRA
Porto Seguro / Ba (Pgu),BA,IP BANDA LARGA,101.01,10,0,,FIBRA
Boa Vista / Rr (Bva),RR,IP BANDA LARGA,101.06,10,0,0,FIBRA
Boa Vista / Rr (Bva),RR,IP BANDA LARGA,101.06,10,0,0,FIBRA
Curitiba / Pr (Cta),PR,IP BANDA LARGA,115.79,10,0,,FIBRA
Boa Vista / Rr (Bva),RR,IP BANDA LARGA,101.06,10,0,0,FIBRA
Benjamin Constant / Am (Bct),AM,IP BANDA LARGA,100.96,10,0,0,FIBRA
Caruaru / Pe (Cru),PE,IP BANDA LARGA,101.01,10,0,,FIBRA
Belford Roxo / Rj (Bero),RJ,IP BANDA LARGA,141.74,10,0,,FIBRA
Belem / Pa (Blm),PA,IP BANDA LARGA,101.01,10,0,,FIBRA
Cacoal / Ro (Cwl),RO,IP BANDA LARGA,101.06,10,0,0,FIBRA
Boa Vista / Rr (Bva),RR,IP BANDA LARGA,101.06,10,0,0,FIBRA
Porto Velho / Ro (Pvo),RO,IP BANDA LARGA,101.01,10,0,,FIBRA
Macapa / Ap (Mpa),AP,IP BANDA LARGA,101.06,10,0,,FIBRA
Manaus / Am (Mns),AM,IP BANDA LARGA,101.01,10,0,0,FIBRA
Campo Grande / Ms (Cpe),MS,IP BANDA LARGA,101.01,10,0,0,FIBRA
Porto Alegre / Rs (Pae),RS,IP BANDA LARGA,115.85,10,0,,FIBRA
Rio De Janeiro / Rj (Rjo),RJ,IP BANDA LARGA,141.71,10,0,0,FIBRA
Ponta Grossa / Pr (Pgo),PR,IP BANDA LARGA,115.85,10,0,0,FIBRA
Sao Jose Dos Pinhais / Pr (Sjp),PR,IP BANDA LARGA,115.79,10,0,0,FIBRA
Boa Vista / Rr (Bva),RR,IP BANDA LARGA,101.06,10,0,0,FIBRA
Guia Lopes Da Laguna / Ms (Glg),MS,IP DEDICADO,750.0,52,0,,FIBRA
Sao Joao Do Manhuacu / Mg (Sjmu),MG,IP DEDICADO,750.0,52,0,0,RÃDIO
Miranda / Ms (Mrd),MS,IP DEDICADO,750.0,52,0,,FIBRA
Sao Goncalo / Rj (Sgo),RJ,IP BANDA LARGA,200.0,100,0,0,FIBRA
Governador Valadares / Mg (Gvs),MG,IP DEDICADO,550.0,50,0,,FIBRA
Cruzeiro Do Sul / Ac (Czu),AC,IP BANDA LARGA,99.9,300,0,0,FIBRA
Cruzeiro Do Sul / Ac (Czu),AC,IP BANDA LARGA,99.9,300,0,0,FIBRA
Cruzeiro Do Sul / Ac (Czu),AC,IP BANDA LARGA,99.9,300,0,0,FIBRA
Caico / Rn (Cic),RN,IP BANDA LARGA,130.0,50,0,0,FIBRA
Caico / Rn (Cic),RN,IP BANDA LARGA,130.0,50,0,0,FIBRA
Guarabira / Pb (Gbi),PB,IP BANDA LARGA,130.0,50,0,0,FIBRA
Brejo Do Cruz / Pb (Bjz),PB,IP BANDA LARGA,130.0,50,0,,FIBRA
Russas / Ce (Rus),CE,IP BANDA LARGA,129.0,60,0,32,FIBRA
Luis Antonio / Sp (Lst),SP,IP DEDICADO,0.0,10,0,0,RÃDIO
Porto Alegre / Rs (Pae),RS,GOLDEN JUMPER,500.0,1,0,0,FIBRA
Suzano / Sp (Szn),SP,L2L LAST MILE,200.0,10,0,0,FIBRA
Suzano / Sp (Szn),SP,L2L LAST MILE,350.0,100,0,0,FIBRA
Suzano / Sp (Szn),SP,L2L LAST MILE,500.0,200,0,0,FIBRA
Suzano / Sp (Szn),SP,L2L LAST MILE,400.0,150,0,0,FIBRA
Suzano / Sp (Szn),SP,L2L LAST MILE,173.67,30,0,0,FIBRA
Suzano / Sp (Szn),SP,L2L LAST MILE,400.0,40,0,0,FIBRA
Suzano / Sp (Szn),SP,L2L LAST MILE,0.0,200,0,0,FIBRA
Suzano / Sp (Szn),SP,L2L LAST MILE,350.0,100,0,0,FIBRA
Suzano / Sp (Szn),SP,L2L LAST MILE,160.0,35,0,0,FIBRA
Suzano / Sp (Szn),SP,L2L LAST MILE,950.0,150,12,,FIBRA
Suzano / Sp (Szn),SP,L2L LAST MILE,200.0,10,0,0,FIBRA
Suzano / Sp (Szn),SP,L2L LAST MILE,525.0,100,0,0,FIBRA
Suzano / Sp (Szn),SP,L2L LAST MILE,200.0,100,0,0,FIBRA
Itaquaquecetuba / Sp (Iaq),SP,L2L LAST MILE,150.0,40,0,0,FIBRA
Suzano / Sp (Szn),SP,L2L LAST MILE,465.0,200,0,0,FIBRA
Suzano / Sp (Szn),SP,L2L LAST MILE,600.0,200,0,0,FIBRA
Aruja / Sp (Auj),SP,L2L LAST MILE,0.0,300,0,,FIBRA
Suzano / Sp (Szn),SP,L2L LAST MILE,0.0,500,0,0,FIBRA
Cabo De Santo Agostinho / Pe (Cbo),PE,IP DEDICADO,450.0,22,0,0,FIBRA
Santa Vitoria Do Palmar / Rs (Svr),RS,IP DEDICADO,400.0,52,0,0,FIBRA
Capao Da Canoa / Rs (Kdk),RS,IP DEDICADO,300.0,32,0,,FIBRA
Xangri-La / Rs (Xnla),RS,IP DEDICADO,300.0,32,0,,FIBRA
Ipe / Rs (Ipf),RS,L2L LAST MILE,650.0,100,0,0,FIBRA
Juruti / Pa (Jut),PA,IP DEDICADO,500.0,12,0,0,FIBRA
Belem / Pa (Blm),PA,IP DEDICADO,700.0,52,0,,RÃDIO
Belem / Pa (Blm),PA,IP DEDICADO,500.0,52,36,0,FIBRA
Limeira / Sp (Lra),SP,IP DEDICADO,0.0,1000,0,0,FIBRA
Rio De Janeiro / Rj (Rjo),RJ,IP DEDICADO,299.0,100,0,0,FIBRA
Cabo De Santo Agostinho / Pe (Cbo),PE,IP DEDICADO,500.0,12,0,0,FIBRA
Simoes Filho / Ba (Smf),BA,IP DEDICADO,478.5,12,0,0,FIBRA
Jundiai / Sp (Jai),SP,IP DEDICADO,750.0,32,0,,FIBRA
Itaitinga / Ce (Iaga),CE,IP DEDICADO,850.0,102,0,0,RÃDIO
Teofilo Otoni / Mg (Tot),MG,IP DEDICADO,600.0,52,0,0,FIBRA
Suzano / Sp (Szn),SP,IP DEDICADO,0.0,1000,0,0,FIBRA
Presidente Prudente / Sp (Ppe),SP,IP DEDICADO,650.0,52,0,0,FIBRA
Nova Mutum / Mt (Nmm),MT,IP DEDICADO,0.0,24,0,0,FIBRA
Porto Alegre / Rs (Pae),RS,L2L LAST MILE,400.0,36,0,0,FIBRA
Nova Petropolis / Rs (Nvp),RS,FIBRA APAGADA,250.0,0,0,0,FIBRA
Cornelio Procopio / Pr (Cpp),PR,IP DEDICADO,0.01,12,0,0,FIBRA
Araraquara / Sp (Arq),SP,IP DEDICADO,700.0,52,0,,RÃDIO
Suzano / Sp (Szn),SP,IP DEDICADO,0.0,500,0,0,FIBRA
Alto Taquari / Mt (Aou),MT,L2L LAST MILE,800.0,50,0,0,FIBRA
Porto Alegre / Rs (Pae),RS,L2L LAST MILE,389.9,400,0,0,FIBRA
Sorocaba / Sp (Soc),SP,IP DEDICADO,250.0,15,0,0,FIBRA
Sao Francisco De Paula / Rs (Sfp),RS,IP DEDICADO,449.9,12,0,0,FIBRA
Viamao / Rs (Vao),RS,L2L LAST MILE,450.0,100,0,0,FIBRA
Viamao / Rs (Vao),RS,L2L LAST MILE,450.0,100,0,0,FIBRA
Passo De Torres / Sc (Pats),SC,IP DEDICADO,150.0,12,0,0,FIBRA
Balneario Arroio Do Silva / Sc (Aosa),SC,IP DEDICADO,189.9,10,0,0,FIBRA
Cacapava / Sp (Cpv),SP,IP DEDICADO,700.0,52,0,,RÃDIO
Ibiruba / Rs (Ibr),RS,L2L LAST MILE,350.0,30,0,0,FIBRA
Rio De Janeiro / Rj (Rjo),RJ,IP DEDICADO,800.0,50,0,,FIBRA
Sao Goncalo / Rj (Sgo),RJ,IP DEDICADO,800.0,50,0,0,FIBRA
Indaial / Sc (Idl),SC,IP DEDICADO,125.0,10,0,0,FIBRA
Sao Paulo / Sp (Spo),SP,L2L LAST MILE,600.0,200,0,0,FIBRA
Aparecida De Goiania / Go (Acg),GO,IP DEDICADO,650.0,100,0,0,FIBRA
Nova Santa Rita / Rs (Nvsr),RS,L2L LAST MILE,350.0,50,0,0,FIBRA
Cacapava / Sp (Cpv),SP,IP DEDICADO,700.0,52,36,,RÃDIO
Carpina / Pe (Caa),PE,IP DEDICADO,700.0,52,0,0,FIBRA
Ouro Preto / Mg (Orp),MG,IP DEDICADO,700.0,52,0,,RÃDIO
Arapora / Mg (Arpo),MG,IP DEDICADO,700.0,52,0,0,RÃDIO
Itupiranga / Pa (Ink),PA,IP DEDICADO,700.0,52,0,,RÃDIO
Presidente Olegario / Mg (Pee),MG,IP DEDICADO,700.0,52,0,,RÃDIO
Charqueadas / Rs (Cqu),RS,IP DEDICADO,300.0,15,0,,FIBRA
Charqueadas / Rs (Cqu),RS,IP DEDICADO,300.0,15,0,0,FIBRA
Tres Lagoas / Ms (Tls),MS,IP DEDICADO,600.0,52,12,30,FIBRA
Sao Paulo / Sp (Spo),SP,L2L LAST MILE,450.0,100,0,0,FIBRA
Piracicaba / Sp (Paa),SP,IP DEDICADO,483.0,52,0,0,FIBRA
Santa Tereza Do Oeste / Pr (Sqo),PR,IP DEDICADO,800.0,100,0,0,FIBRA
Sete Lagoas / Mg (Sla),MG,IP DEDICADO,650.0,52,0,0,FIBRA
Bage / Rs (Bge),RS,IP BANDA LARGA,170.0,400,0,0,FIBRA
Bage / Rs (Bge),RS,IP DEDICADO,200.0,100,0,0,FIBRA
Manaus / Am (Mns),AM,IP DEDICADO,0.0,210,0,0,FIBRA
Salesopolis / Sp (Sep),SP,IP DEDICADO,0.0,0,0,0,
Itajai / Sc (Iai),SC,IP DEDICADO,0.01,52,0,0,FIBRA
Manaus / Am (Mns),AM,IP DEDICADO,0.0,200,0,0,FIBRA
Porto Velho / Ro (Pvo),RO,IP DEDICADO,600.0,52,0,0,FIBRA
Teresina / Pi (Tsa),PI,IP DEDICADO,600.0,52,0,0,FIBRA
Porto Alegre / Rs (Pae),RS,IP DEDICADO,999.9,105,0,,FIBRA
Maceio / Al (Mco),AL,IP DEDICADO,497.0,52,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,L2L LAST MILE,70.0,100,0,0,FIBRA
Salesopolis / Sp (Sep),SP,IP DEDICADO,950.0,500,0,0,FIBRA
Maceio / Al (Mco),AL,IP DEDICADO,496.0,52,0,0,FIBRA
Sao Paulo / Sp (Spo),SP,L2L LAST MILE,0.0,1000,0,0,FIBRA
Marcelino Ramos / Rs (Mel),RS,L2L LAST MILE,261.0,100,0,0,FIBRA
Nonoai / Rs (Nni),RS,L2L LAST MILE,650.0,200,0,0,FIBRA
Tres Passos / Rs (Tep),RS,IP DEDICADO,249.9,50,0,0,FIBRA
Novo Sao Joaquim / Mt (Nsj),MT,IP DEDICADO,750.0,52,0,0,FIBRA
Uberaba / Mg (Ura),MG,IP DEDICADO,549.0,0,0,0,FIBRA
Caxias Do Sul / Rs (Csl),RS,IP DEDICADO,459.0,50,0,0,FIBRA
Rio De Janeiro / Rj (Rjo),RJ,IP DEDICADO,763.26,100,0,0,FIBRA
Recife / Pe (Rce),PE,IP DEDICADO,673.03,50,0,0,FIBRA
Belo Horizonte / Mg (Bhe),MG,IP DEDICADO,900.0,200,1,,FIBRA
Campinas / Sp (Cas),SP,IP DEDICADO,900.0,60,0,0,FIBRA
Porto Alegre / Rs (Pae),RS,L2L LAST MILE,850.0,300,0,0,FIBRA
Rio De Janeiro / Rj (Rjo),RJ,IP DEDICADO,450.0,52,0,0,FIBRA
Soledade / Rs (Sdd),RS,L2L LAST MILE,315.0,100,0,0,FIBRA
Soledade / Rs (Sdd),RS,L2L LAST MILE,315.0,100,0,0,FIBRA
Vacaria / Rs (Vaa),RS,L2L LAST MILE,825.0,500,0,0,FIBRA
Vacaria / Rs (Vaa),RS,L2L LAST MILE,825.0,500,0,0,FIBRA
Selviria / Ms (Swy),MS,IP DEDICADO,0.0,52,0,0,RÃDIO
Santo Antonio Do Sudoeste / Pr (Ssu),PR,IP BANDA LARGA,150.0,540,0,0,FIBRA
Santo Antonio Do Sudoeste / Pr (Ssu),PR,IP BANDA LARGA,99.9,100,0,0,FIBRA
Flores Da Cunha / Rs (Fca),RS,L2L LAST MILE,0.0,220,0,0,FIBRA
Sao Paulo / Sp (Spo),SP,IP DEDICADO,170.0,300,0,0,FIBRA
Turvo / Sc (Tvo),SC,IP DEDICADO,0.01,12,0,0,FIBRA
Caraguatatuba / Sp (Cgt),SP,IP DEDICADO,0.0,200,0,0,FIBRA
Ibirama / Sc (Iir),SC,IP DEDICADO,0.01,12,0,0,FIBRA
Barracao / Rs (Bco),RS,L2L LAST MILE,800.0,500,0,0,FIBRA
Mogi Das Cruzes / Sp (Mcz),SP,IP DEDICADO,594.0,55,0,,FIBRA
Capao Da Canoa / Rs (Kdk),RS,IP DEDICADO,230.0,12,0,0,FIBRA
Xangri-La / Rs (Xnla),RS,IP DEDICADO,380.0,12,0,0,FIBRA
Mafra / Sc (Mfa),SC,IP DEDICADO,0.01,12,0,0,FIBRA
Sao Jose Dos Pinhais / Pr (Sjp),PR,IP DEDICADO,600.0,30,0,0,FIBRA
Sao Paulo / Sp (Spo),SP,IP DEDICADO,650.0,52,0,0,FIBRA
Mogi Das Cruzes / Sp (Mcz),SP,L2L LAST MILE,0.0,200,0,0,FIBRA
Sao Paulo / Sp (Spo),SP,IP BANDA LARGA,109.99,300,0,0,FIBRA
Embu Das Artes / Sp (Emb),SP,IP DEDICADO,300.0,30,0,0,FIBRA
Embu Das Artes / Sp (Emb),SP,IP DEDICADO,300.0,30,0,0,FIBRA
Horizontina / Rs (Hza),RS,IP DEDICADO,180.0,52,0,0,FIBRA
Frederico Westphalen / Rs (Fwn),RS,L2L LAST MILE,375.0,1000,0,0,FIBRA
Frederico Westphalen / Rs (Fwn),RS,L2L LAST MILE,375.0,1000,0,0,FIBRA
Brasilia / Df (Bsa),DF,IP DEDICADO,345.1,10,0,0,FIBRA
Brasilia / Df (Bsa),DF,IP DEDICADO,345.1,10,0,0,FIBRA
Brasilia / Df (Bsa),DF,IP DEDICADO,345.1,10,0,0,FIBRA
Brasilia / Df (Bsa),DF,IP DEDICADO,345.1,10,0,0,FIBRA
Brasilia / Df (Bsa),DF,IP DEDICADO,345.1,10,0,,FIBRA
Brasilia / Df (Bsa),DF,IP DEDICADO,753.1,200,0,0,FIBRA
Bom Jesus De Goias / Go (Bje),GO,IP DEDICADO,240.0,10,0,0,FIBRA
Itumbiara / Go (Iub),GO,IP DEDICADO,240.0,10,0,0,FIBRA
Tupancireta / Rs (Tpe),RS,L2L LAST MILE,0.0,200,0,0,FIBRA
Santa Clara Do Sul / Rs (Scls),RS,L2L LAST MILE,290.0,30,0,0,FIBRA
Cajamar / Sp (Cjr),SP,IP DEDICADO,0.0,100,0,0,FIBRA
Charqueadas / Rs (Cqu),RS,L2L LAST MILE,699.9,25,0,0,FIBRA
Cajamar / Sp (Cjr),SP,IP DEDICADO,0.0,50,0,0,RÃDIO
Contagem / Mg (Cem),MG,IP DEDICADO,940.0,52,0,0,FIBRA
Sao Goncalo / Rj (Sgo),RJ,IP DEDICADO,450.0,25,0,0,FIBRA
Ribeirao Preto / Sp (Rpo),SP,IP BANDA LARGA,139.0,400,0,0,FIBRA
Cuiaba / Mt (Cba),MT,IP BANDA LARGA,399.9,200,0,0,FIBRA
Campinas / Sp (Cas),SP,IP DEDICADO,0.0,50,0,0,FIBRA
Palmas,TO,IP DEDICADO,800.0,52,12,,FIBRA
Aracariguama / Sp (Arem),SP,IP DEDICADO,0.0,500,0,0,FIBRA
Curitiba / Pr (Cta),PR,IP DEDICADO,475.0,30,0,,FIBRA
Curitiba / Pr (Cta),PR,IP DEDICADO,475.0,30,0,,FIBRA
Pontes E Lacerda / Mt (Pck),MT,L2L LAST MILE,0.0,150,0,0,FIBRA
Querencia / Mt (Qrnc),MT,L2L LAST MILE,900.0,100,24,,FIBRA
Belo Horizonte / Mg (Bhe),MG,IP DEDICADO,0.0,400,0,0,FIBRA
Sao Jose Dos Pinhais / Pr (Sjp),PR,IP DEDICADO,900.0,35,0,0,FIBRA
Sao Jose Dos Pinhais / Pr (Sjp),PR,IP DEDICADO,900.0,35,0,0,FIBRA
Campos Novos / Sc (Cnv),SC,IP DEDICADO,0.01,12,0,0,FIBRA
Rio Negro / Pr (Ron),PR,IP DEDICADO,0.01,12,0,0,FIBRA
Sao Jose De Mipibu / Rn (Sii),RN,IP DEDICADO,700.0,60,0,0,FIBRA
Maracaju / Ms (Mcj),MS,IP BANDA LARGA,144.9,700,0,0,FIBRA
Caratinga / Mg (Cga),MG,IP DEDICADO,740.0,52,0,0,FIBRA
Sao Valentim / Rs (Svm),RS,L2L LAST MILE,475.0,25,0,0,FIBRA
Santo Antonio Das Missoes / Rs (Sde),RS,L2L LAST MILE,400.0,200,0,0,FIBRA
Eldorado Do Sul / Rs (Esu),RS,IP DEDICADO,500.0,100,0,0,FIBRA
Manaus / Am (Mns),AM,IP DEDICADO,450.0,20,0,0,FIBRA
Manaus / Am (Mns),AM,IP BANDA LARGA,129.9,100,0,0,FIBRA
Bauru / Sp (Bru),SP,IP DEDICADO,0.0,100,0,0,FIBRA
Cachoeira Do Sul / Rs (Ccr),RS,L2L LAST MILE,0.0,500,0,0,FIBRA
Sao Paulo / Sp (Spo),SP,IP DEDICADO,596.42,20,0,0,FIBRA
Porto Alegre / Rs (Pae),RS,L2L LAST MILE,350.0,100,0,0,FIBRA
Vitoria / Es (Vta),ES,IP DEDICADO,0.0,110,0,0,FIBRA
Canaa Dos Carajas / Pa (Ckj),PA,IP DEDICADO,0.0,100,0,0,FIBRA
Porto Alegre / Rs (Pae),RS,IP DEDICADO,0.0,110,0,0,FIBRA
Unai / Mg (Uni),MG,IP DEDICADO,625.0,52,0,0,FIBRA
Brasilia / Df (Bsa),DF,IP DEDICADO,686.54,20,0,0,FIBRA
Https://Drive.Google.Com/Drive/Folders/1K8Vsw_Lgby,#N,IP DEDICADO,600.0,52,0,0,FIBRA
Campos Belos / Go (Csb),GO,IP DEDICADO,600.0,52,0,0,FIBRA
Pires Do Rio / Go (Pir),GO,IP DEDICADO,604.9,52,0,0,FIBRA
Milagres / Ce (Mgs),CE,IP DEDICADO,625.0,52,0,0,FIBRA
Frederico Westphalen / Rs (Fwn),RS,L2L LAST MILE,380.0,50,24,,FIBRA
Casca / Rs (Csx),RS,L2L LAST MILE,450.0,30,0,,FIBRA
Blumenau / Sc (Bnu),SC,IP DEDICADO,0.0,300,0,0,FIBRA
Canela / Rs (Cen),RS,L2L LAST MILE,250.0,30,0,,FIBRA
Jauru / Mt (Jrw),MT,L2L LAST MILE,900.0,100,0,0,FIBRA
Sao Luis / Ma (Sls),MA,IP DEDICADO,700.0,100,0,0,RÃDIO
Recife / Pe (Rce),PE,IP DEDICADO,850.0,110,0,0,FIBRA
Recife / Pe (Rce),PE,IP DEDICADO,850.0,110,0,0,FIBRA
Jauru / Mt (Jrw),MT,L2L LAST MILE,0.0,100,0,,FIBRA
Tibagi / Pr (Tbg),PR,IP DEDICADO,600.0,50,0,0,FIBRA
Guanambi / Ba (Gnb),BA,IP DEDICADO,725.0,52,0,0,FIBRA
Goiania / Go (Gna),GO,IP DEDICADO,710.0,52,0,0,FIBRA
Nova Xavantina / Mt (Nxv),MT,L2L LAST MILE,0.0,350,0,0,FIBRA
Sao Felix Do Araguaia / Mt (Sxk),MT,L2L LAST MILE,900.0,50,0,0,FIBRA
Ribeirao Cascalheira / Mt (Rcc),MT,L2L LAST MILE,900.0,100,0,0,FIBRA
